
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time
dyngrid, 0.82, 0.8360, SOLVE_F, 0.90, 0, 29, 0, 29, 1137
dyngrid, 0.87, 0.8260, SOLVE_F, 0.90, 0, 29, 0, 29, 1095
dyngrid, 0.92, 0.8160, SOLVE_F, 0.90, 0, 65, 0, 65, 2614
dyngrid, 0.97, 0.8060, SOLVE_F, 0.90, 0, 60, 0, 60, 2490
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time
dyngrid, 0.00, 1.0000, SOLVE_F, 0.90, 1, 172, 146719, 34, 1774
dyngrid, 0.06, 0.9880, SOLVE_F, 0.90, 8, 3040, 3974166, 35, 5286
dyngrid, 0.08, 0.9840, SOLVE_F, 0.90, 0, 29, 159, 29, 746
dyngrid, 0.12, 0.9760, SOLVE_F, 0.90, 0, 29, 110, 29, 809
dyngrid, 0.14, 0.9720, SOLVE_F, 0.90, 12, 1317, 204542, 40, 2061
dyngrid, 0.16, 0.9680, SOLVE_F, 0.90, 0, 30, 87, 30, 673
dyngrid, 0.18, 0.9640, SOLVE_F, 0.90, 0, 29, 57, 29, 563
dyngrid, 0.20, 0.9600, SOLVE_F, 0.90, 20, 852, 32183, 52, 1338
dyngrid, 0.22, 0.9560, SOLVE_F, 0.90, 56, 2337, 90017, 97, 2208
dyngrid, 0.27, 0.9460, SOLVE_F, 0.90, 0, 38, 38, 38, 485
dyngrid, 0.32, 0.9360, SOLVE_F, 0.90, 0, 48, 48, 48, 651
dyngrid, 0.37, 0.9260, SOLVE_F, 0.90, 0, 58, 58, 58, 643
dyngrid, 0.42, 0.9160, SOLVE_F, 0.90, 0, 59, 59, 59, 752
dyngrid, 0.47, 0.9060, SOLVE_F, 0.90, 0, 29, 29, 29, 543
dyngrid, 0.52, 0.8960, SOLVE_F, 0.90, 0, 30, 0, 30, 533
dyngrid, 0.57, 0.8860, SOLVE_F, 0.90, 0, 73, 0, 73, 1016
dyngrid, 0.62, 0.8760, SOLVE_F, 0.90, 0, 29, 0, 29, 556
dyngrid, 0.67, 0.8660, SOLVE_F, 0.90, 0, 57, 0, 57, 900
dyngrid, 0.72, 0.8560, SOLVE_F, 0.90, 0, 39, 0, 39, 465
dyngrid, 0.77, 0.8460, SOLVE_F, 0.90, 0, 93, 0, 93, 1647
dyngrid, 0.82, 0.8360, SOLVE_F, 0.90, 0, 30, 0, 30, 647
dyngrid, 0.87, 0.8260, SOLVE_F, 0.90, 0, 70, 0, 70, 714
dyngrid, 0.92, 0.8160, SOLVE_F, 0.90, 0, 56, 0, 56, 740
dyngrid, 0.97, 0.8060, SOLVE_F, 0.90, 0, 62, 0, 62, 912
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time
dyngrid, 0.00, 1.0000, SOLVE_F, 0.90, 1, 1924, 58499685, 34, 30494
dyngrid, 0.06, 0.9880, SOLVE_F, 0.90, 0, 29, 204, 29, 862
dyngrid, 0.08, 0.9840, SOLVE_F, 0.90, 1, 767, 1552001, 29, 2267
dyngrid, 0.12, 0.9760, SOLVE_F, 0.90, 75, 2379, 196355, 105, 2861
dyngrid, 0.14, 0.9720, SOLVE_F, 0.90, 0, 29, 84, 29, 695
dyngrid, 0.18, 0.9640, SOLVE_F, 0.90, 47, 1993, 77773, 86, 1888
dyngrid, 0.20, 0.9600, SOLVE_F, 0.90, 13, 565, 20941, 45, 1127
dyngrid, 0.22, 0.9560, SOLVE_F, 0.90, 106, 2621, 78895, 153, 2401
dyngrid, 0.27, 0.9460, SOLVE_F, 0.90, 0, 147, 147, 147, 1413
dyngrid, 0.32, 0.9360, SOLVE_F, 0.90, 0, 50, 50, 50, 754
dyngrid, 0.37, 0.9260, SOLVE_F, 0.90, 0, 29, 29, 29, 566
dyngrid, 0.42, 0.9160, SOLVE_F, 0.90, 0, 29, 29, 29, 617
dyngrid, 0.47, 0.9060, SOLVE_F, 0.90, 0, 29, 29, 29, 630
dyngrid, 0.52, 0.8960, SOLVE_F, 0.90, 0, 38, 0, 38, 761
dyngrid, 0.57, 0.8860, SOLVE_F, 0.90, 0, 30, 0, 30, 675
dyngrid, 0.62, 0.8760, SOLVE_F, 0.90, 0, 39, 0, 39, 596
dyngrid, 0.67, 0.8660, SOLVE_F, 0.90, 0, 93, 0, 93, 1749
dyngrid, 0.72, 0.8560, SOLVE_F, 0.90, 0, 73, 0, 73, 1047
dyngrid, 0.77, 0.8460, SOLVE_F, 0.90, 0, 50, 0, 50, 582
dyngrid, 0.82, 0.8360, SOLVE_F, 0.90, 0, 40, 0, 40, 720
dyngrid, 0.87, 0.8260, SOLVE_F, 0.90, 0, 53, 0, 53, 1883
dyngrid, 0.92, 0.8160, SOLVE_F, 0.90, 0, 35, 0, 35, 589
dyngrid, 0.97, 0.8060, SOLVE_F, 0.90, 0, 51, 0, 51, 805
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time
dyngrid, 0.00, 1.0000, SOLVE_F, 0.90, 1, 45, 28684, 34, 933
dyngrid, 0.02, 0.9960, SOLVE_F, 0.90, 1, 3030, 99512369, 30, 19044
dyngrid, 0.06, 0.9880, SOLVE_F, 0.90, 0, 29, 204, 29, 853
dyngrid, 0.10, 0.9800, SOLVE_F, 0.90, 0, 29, 135, 29, 777
dyngrid, 0.16, 0.9680, SOLVE_F, 0.90, 0, 29, 84, 29, 762
dyngrid, 0.18, 0.9640, SOLVE_F, 0.90, 1, 71, 1744, 30, 642
dyngrid, 0.20, 0.9600, SOLVE_F, 0.90, 42, 1769, 67861, 85, 1889
dyngrid, 0.22, 0.9560, SOLVE_F, 0.90, 16, 687, 25757, 47, 1140
dyngrid, 0.27, 0.9460, SOLVE_F, 0.90, 0, 50, 50, 50, 938
dyngrid, 0.32, 0.9360, SOLVE_F, 0.90, 0, 29, 29, 29, 661
dyngrid, 0.37, 0.9260, SOLVE_F, 0.90, 0, 29, 29, 29, 454
dyngrid, 0.42, 0.9160, SOLVE_F, 0.90, 0, 30, 30, 30, 626
dyngrid, 0.47, 0.9060, SOLVE_F, 0.90, 0, 29, 29, 29, 592
dyngrid, 0.52, 0.8960, SOLVE_F, 0.90, 0, 46, 0, 46, 678
dyngrid, 0.57, 0.8860, SOLVE_F, 0.90, 0, 61, 0, 61, 694
