dyngrid, 0.67, 0.8660, SOLVE_F, 0.90, 0, 24, 0, 24, 905, ontime
dyngrid, 0.72, 0.8560, SOLVE_F, 0.90, 0, 21, 0, 21, 798, ontime
dyngrid, 0.77, 0.8460, SOLVE_F, 0.90, 0, 19, 0, 19, 1082, ontime
dyngrid, 0.82, 0.8360, SOLVE_F, 0.90, 0, 84, 0, 84, 2019, ontime
dyngrid, 0.87, 0.8260, SOLVE_F, 0.90, 0, 43, 0, 43, 1589, ontime
dyngrid, 0.92, 0.8160, SOLVE_F, 0.90, 0, 42, 0, 42, 1967, ontime
dyngrid, 0.97, 0.8060, SOLVE_F, 0.90, 0, 73, 0, 73, 2062, ontime
dyngrid, 0.00, 1.0000, SOLVE_F, 0.90, 1, 9, 72, 25, 542, ontime
dyngrid, 0.02, 0.9960, SOLVE_F, 0.90, 0, 2013, 11813, 500, 10103, timeout
dyngrid, 0.04, 0.9920, SOLVE_F, 0.90, 0, 3910, 14749, 500, 10111, timeout
dyngrid, 0.06, 0.9880, SOLVE_F, 0.90, 0, 6062, 16044, 500, 10106, timeout
dyngrid, 0.08, 0.9840, SOLVE_F, 0.90, 0, 9685, 17840, 500, 10101, timeout
dyngrid, 0.10, 0.9800, SOLVE_F, 0.90, 0, 19, 85, 19, 578, ontime
dyngrid, 0.12, 0.9760, SOLVE_F, 0.90, 0, 1701, 2591, 27, 2682, ontime
dyngrid, 0.14, 0.9720, SOLVE_F, 0.90, 0, 1919, 2559, 47, 2515, ontime
dyngrid, 0.16, 0.9680, SOLVE_F, 0.90, 0, 8182, 10904, 130, 6770, ontime
dyngrid, 0.18, 0.9640, SOLVE_F, 0.90, 0, 1397, 1626, 65, 1635, ontime
dyngrid, 0.20, 0.9600, SOLVE_F, 0.90, 0, 3309, 3854, 125, 2995, ontime
dyngrid, 0.22, 0.9560, SOLVE_F, 0.90, 0, 1704, 1981, 75, 2029, ontime
dyngrid, 0.27, 0.9460, SOLVE_F, 0.90, 0, 20, 20, 20, 631, ontime
dyngrid, 0.32, 0.9360, SOLVE_F, 0.90, 0, 60, 60, 60, 1514, ontime
dyngrid, 0.37, 0.9260, SOLVE_F, 0.90, 0, 118, 118, 118, 1721, ontime
dyngrid, 0.42, 0.9160, SOLVE_F, 0.90, 0, 103, 103, 103, 1157, ontime
dyngrid, 0.47, 0.9060, SOLVE_F, 0.90, 0, 43, 43, 43, 919, ontime
dyngrid, 0.52, 0.8960, SOLVE_F, 0.90, 0, 32, 0, 32, 883, ontime
dyngrid, 0.57, 0.8860, SOLVE_F, 0.90, 0, 27, 0, 27, 859, ontime
dyngrid, 0.62, 0.8760, SOLVE_F, 0.90, 0, 53, 0, 53, 1819, ontime
dyngrid, 0.67, 0.8660, SOLVE_F, 0.90, 0, 41, 0, 41, 1455, ontime
