scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.47, 0.9060, SOLVE_M, 0.50, 7, 5896, 14644, 22, 10101, timeout
dyngrid, 0.52, 0.8960, SOLVE_M, 0.50, 0, 7676, 15901, 16, 10113, timeout
dyngrid, 0.57, 0.8860, SOLVE_M, 0.50, 0, 9281, 16892, 31, 10100, timeout
dyngrid, 0.62, 0.8760, SOLVE_M, 0.50, 0, 8207, 15559, 38, 10106, timeout
dyngrid, 0.67, 0.8660, SOLVE_M, 0.50, 0, 8855, 14571, 62, 9371, ontime
dyngrid, 0.72, 0.8560, SOLVE_M, 0.50, 0, 4174, 6661, 39, 5080, ontime
dyngrid, 0.77, 0.8460, SOLVE_M, 0.50, 0, 3437, 5430, 50, 4473, ontime
dyngrid, 0.82, 0.8360, SOLVE_M, 0.50, 0, 1406, 1956, 36, 2389, ontime
dyngrid, 0.87, 0.8260, SOLVE_M, 0.50, 0, 6695, 9048, 87, 6237, ontime
dyngrid, 0.92, 0.8160, SOLVE_M, 0.50, 0, 681, 943, 29, 1624, ontime
dyngrid, 0.97, 0.8060, SOLVE_M, 0.50, 0, 919, 1277, 27, 2503, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, SOLVE_M, 0.50, 1, 557, 4788, 21, 5451, ontime
dyngrid, 0.02, 0.9960, SOLVE_M, 0.50, 1, 15, 96, 22, 612, ontime
dyngrid, 0.04, 0.9920, SOLVE_M, 0.50, 1, 1471, 12108, 0, 10096, timeout
dyngrid, 0.06, 0.9880, SOLVE_M, 0.50, 1, 5, 55, 21, 504, ontime
dyngrid, 0.08, 0.9840, SOLVE_M, 0.50, 2, 1009, 7945, 20, 6909, ontime
dyngrid, 0.10, 0.9800, SOLVE_M, 0.50, 1, 16, 98, 19, 694, ontime
dyngrid, 0.12, 0.9760, SOLVE_M, 0.50, 1, 467, 4779, 21, 4727, ontime
dyngrid, 0.14, 0.9720, SOLVE_M, 0.50, 1, 107, 471, 20, 1136, ontime
dyngrid, 0.16, 0.9680, SOLVE_M, 0.50, 1, 15, 93, 19, 629, ontime
dyngrid, 0.18, 0.9640, SOLVE_M, 0.50, 0, 1943, 12898, 0, 10134, timeout
dyngrid, 0.20, 0.9600, SOLVE_M, 0.50, 0, 2307, 13148, 1, 10104, timeout
dyngrid, 0.22, 0.9560, SOLVE_M, 0.50, 0, 2254, 13152, 3, 10103, timeout
dyngrid, 0.27, 0.9460, SOLVE_M, 0.50, 0, 2697, 12457, 1, 10109, timeout
dyngrid, 0.32, 0.9360, SOLVE_M, 0.50, 0, 4157, 12853, 5, 10122, timeout
dyngrid, 0.42, 0.9160, SOLVE_M, 0.50, 0, 5377, 13351, 15, 10106, timeout
dyngrid, 0.47, 0.9060, SOLVE_M, 0.50, 0, 5974, 14708, 9, 10105, timeout
dyngrid, 0.52, 0.8960, SOLVE_M, 0.50, 0, 7511, 16062, 22, 10108, timeout
dyngrid, 0.57, 0.8860, SOLVE_M, 0.50, 2, 6719, 12205, 36, 7560, ontime
dyngrid, 0.62, 0.8760, SOLVE_M, 0.50, 0, 5713, 11017, 35, 7495, ontime
dyngrid, 0.67, 0.8660, SOLVE_M, 0.50, 0, 1997, 3339, 34, 3283, ontime
dyngrid, 0.72, 0.8560, SOLVE_M, 0.50, 0, 6269, 9960, 44, 6461, ontime
dyngrid, 0.77, 0.8460, SOLVE_M, 0.50, 0, 5954, 9716, 42, 6594, ontime
dyngrid, 0.82, 0.8360, SOLVE_M, 0.50, 0, 2993, 4104, 46, 3687, ontime
dyngrid, 0.87, 0.8260, SOLVE_M, 0.50, 0, 279, 414, 21, 1354, ontime
dyngrid, 0.92, 0.8160, SOLVE_M, 0.50, 0, 1074, 1487, 35, 2219, ontime
dyngrid, 0.97, 0.8060, SOLVE_M, 0.50, 0, 2737, 3786, 44, 4042, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, SOLVE_M, 0.50, 1, 187, 1065, 19, 1868, ontime
dyngrid, 0.02, 0.9960, SOLVE_M, 0.50, 1, 384, 2468, 21, 3232, ontime
dyngrid, 0.04, 0.9920, SOLVE_M, 0.50, 1, 277, 1714, 24, 2294, ontime
dyngrid, 0.06, 0.9880, SOLVE_M, 0.50, 1, 542, 3825, 22, 4105, ontime
dyngrid, 0.08, 0.9840, SOLVE_M, 0.50, 1, 154, 886, 19, 1660, ontime
dyngrid, 0.10, 0.9800, SOLVE_M, 0.50, 1, 522, 3945, 21, 4516, ontime
dyngrid, 0.12, 0.9760, SOLVE_M, 0.50, 1, 9, 95, 20, 653, ontime
dyngrid, 0.14, 0.9720, SOLVE_M, 0.50, 1, 114, 525, 19, 1271, ontime
dyngrid, 0.16, 0.9680, SOLVE_M, 0.50, 0, 1670, 12911, 0, 10102, timeout
dyngrid, 0.18, 0.9640, SOLVE_M, 0.50, 0, 2308, 13029, 1, 10102, timeout
dyngrid, 0.20, 0.9600, SOLVE_M, 0.50, 0, 2240, 13986, 6, 10105, timeout
dyngrid, 0.22, 0.9560, SOLVE_M, 0.50, 0, 3120, 13709, 1, 10102, timeout
dyngrid, 0.27, 0.9460, SOLVE_M, 0.50, 0, 3724, 13790, 2, 10148, timeout
dyngrid, 0.32, 0.9360, SOLVE_M, 0.50, 0, 4118, 13817, 3, 10103, timeout
dyngrid, 0.37, 0.9260, SOLVE_M, 0.50, 1, 2106, 6439, 20, 6304, ontime
dyngrid, 0.42, 0.9160, SOLVE_M, 0.50, 0, 6046, 14681, 8, 10110, timeout
dyngrid, 0.47, 0.9060, SOLVE_M, 0.50, 0, 5969, 15554, 14, 10106, timeout
dyngrid, 0.57, 0.8860, SOLVE_M, 0.50, 1, 5159, 9808, 31, 7175, ontime
dyngrid, 0.62, 0.8760, SOLVE_M, 0.50, 0, 6612, 12447, 38, 8970, ontime
dyngrid, 0.67, 0.8660, SOLVE_M, 0.50, 0, 1386, 2291, 27, 2634, ontime
dyngrid, 0.72, 0.8560, SOLVE_M, 0.50, 1, 3999, 6534, 36, 5337, ontime
dyngrid, 0.77, 0.8460, SOLVE_M, 0.50, 0, 1046, 1721, 35, 2682, ontime
dyngrid, 0.82, 0.8360, SOLVE_M, 0.50, 0, 4153, 5656, 61, 4957, ontime
dyngrid, 0.87, 0.8260, SOLVE_M, 0.50, 0, 142, 217, 20, 1268, ontime
dyngrid, 0.92, 0.8160, SOLVE_M, 0.50, 0, 1620, 2223, 33, 3211, ontime
dyngrid, 0.97, 0.8060, SOLVE_M, 0.50, 0, 848, 1178, 31, 2407, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, SOLVE_M, 0.50, 1, 97, 529, 19, 1337, ontime
dyngrid, 0.02, 0.9960, SOLVE_M, 0.50, 1, 1216, 10347, 24, 9863, ontime
dyngrid, 0.04, 0.9920, SOLVE_M, 0.50, 1, 5, 57, 20, 533, ontime
dyngrid, 0.06, 0.9880, SOLVE_M, 0.50, 2, 599, 3480, 23, 3592, ontime
dyngrid, 0.08, 0.9840, SOLVE_M, 0.50, 1, 917, 6912, 21, 6103, ontime
dyngrid, 0.10, 0.9800, SOLVE_M, 0.50, 1, 1373, 12976, 0, 10098, timeout
dyngrid, 0.12, 0.9760, SOLVE_M, 0.50, 1, 570, 3811, 20, 3894, ontime
dyngrid, 0.14, 0.9720, SOLVE_M, 0.50, 1, 414, 2600, 20, 3073, ontime
dyngrid, 0.16, 0.9680, SOLVE_M, 0.50, 0, 1407, 11096, 0, 10110, timeout
dyngrid, 0.18, 0.9640, SOLVE_M, 0.50, 0, 2507, 12293, 1, 10118, timeout
dyngrid, 0.20, 0.9600, SOLVE_M, 0.50, 0, 2652, 12898, 1, 10106, timeout
dyngrid, 0.22, 0.9560, SOLVE_M, 0.50, 0, 2377, 12996, 1, 10106, timeout
dyngrid, 0.27, 0.9460, SOLVE_M, 0.50, 4, 2868, 12499, 27, 9479, ontime
dyngrid, 0.32, 0.9360, SOLVE_M, 0.50, 0, 4192, 13849, 7, 10103, timeout
dyngrid, 0.37, 0.9260, SOLVE_M, 0.50, 0, 3973, 12133, 9, 10105, timeout
dyngrid, 0.42, 0.9160, SOLVE_M, 0.50, 0, 2449, 6714, 25, 6231, ontime
dyngrid, 0.47, 0.9060, SOLVE_M, 0.50, 0, 3405, 8983, 5, 10136, timeout
dyngrid, 0.52, 0.8960, SOLVE_M, 0.50, 0, 6316, 14066, 16, 10131, timeout
dyngrid, 0.57, 0.8860, SOLVE_M, 0.50, 1, 6701, 12104, 44, 8199, ontime
dyngrid, 0.62, 0.8760, SOLVE_M, 0.50, 0, 7807, 13863, 40, 8963, ontime
dyngrid, 0.67, 0.8660, SOLVE_M, 0.50, 0, 9289, 15306, 74, 10095, timeout
dyngrid, 0.72, 0.8560, SOLVE_M, 0.50, 0, 8773, 14230, 52, 8748, ontime
dyngrid, 0.77, 0.8460, SOLVE_M, 0.50, 1, 1427, 2387, 24, 2787, ontime
dyngrid, 0.82, 0.8360, SOLVE_M, 0.50, 0, 3541, 4846, 54, 4097, ontime
dyngrid, 0.87, 0.8260, SOLVE_M, 0.50, 0, 2466, 3374, 44, 3830, ontime
dyngrid, 0.92, 0.8160, SOLVE_M, 0.50, 0, 1400, 1965, 33, 2980, ontime
dyngrid, 0.97, 0.8060, SOLVE_M, 0.50, 0, 819, 1209, 40, 2725, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, SOLVE_M, 0.50, 2, 1092, 7497, 19, 7155, ontime
dyngrid, 0.02, 0.9960, SOLVE_M, 0.50, 2, 1371, 10754, 21, 9025, ontime
dyngrid, 0.04, 0.9920, SOLVE_M, 0.50, 1, 541, 3073, 21, 3383, ontime
dyngrid, 0.06, 0.9880, SOLVE_M, 0.50, 1, 304, 1571, 23, 2180, ontime
dyngrid, 0.08, 0.9840, SOLVE_M, 0.50, 2, 790, 4889, 21, 4904, ontime
dyngrid, 0.10, 0.9800, SOLVE_M, 0.50, 1, 600, 4177, 20, 4404, ontime
dyngrid, 0.12, 0.9760, SOLVE_M, 0.50, 1, 1354, 11391, 0, 10100, timeout
dyngrid, 0.14, 0.9720, SOLVE_M, 0.50, 1, 16, 102, 21, 651, ontime
dyngrid, 0.16, 0.9680, SOLVE_M, 0.50, 1, 380, 2285, 20, 2735, ontime
dyngrid, 0.18, 0.9640, SOLVE_M, 0.50, 0, 1954, 13012, 0, 10105, timeout
dyngrid, 0.20, 0.9600, SOLVE_M, 0.50, 0, 2522, 12922, 1, 10123, timeout
dyngrid, 0.22, 0.9560, SOLVE_M, 0.50, 0, 2657, 12716, 1, 10110, timeout
dyngrid, 0.27, 0.9460, SOLVE_M, 0.50, 0, 1933, 7901, 1, 10340, timeout
dyngrid, 0.32, 0.9360, SOLVE_M, 0.50, 0, 2939, 10672, 2, 10106, timeout
dyngrid, 0.37, 0.9260, SOLVE_M, 0.50, 0, 4385, 14096, 10, 10103, timeout
dyngrid, 0.42, 0.9160, SOLVE_M, 0.50, 0, 6858, 15663, 17, 10102, timeout
dyngrid, 0.47, 0.9060, SOLVE_M, 0.50, 0, 5817, 14023, 12, 10103, timeout
dyngrid, 0.52, 0.8960, SOLVE_M, 0.50, 0, 6742, 15295, 18, 10104, timeout
dyngrid, 0.57, 0.8860, SOLVE_M, 0.50, 0, 7997, 14983, 44, 9547, ontime
dyngrid, 0.62, 0.8760, SOLVE_M, 0.50, 0, 9398, 16613, 32, 10102, timeout
dyngrid, 0.67, 0.8660, SOLVE_M, 0.50, 0, 4106, 6944, 32, 5277, ontime
dyngrid, 0.72, 0.8560, SOLVE_M, 0.50, 0, 21, 78, 21, 1033, ontime
dyngrid, 0.77, 0.8460, SOLVE_M, 0.50, 0, 3265, 5341, 32, 4956, ontime
dyngrid, 0.82, 0.8360, SOLVE_M, 0.50, 0, 3894, 5539, 59, 4732, ontime
dyngrid, 0.87, 0.8260, SOLVE_M, 0.50, 0, 1399, 1925, 35, 2557, ontime
dyngrid, 0.92, 0.8160, SOLVE_M, 0.50, 0, 6316, 8682, 85, 6992, ontime
dyngrid, 0.97, 0.8060, SOLVE_M, 0.50, 0, 7520, 10276, 95, 7805, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, SOLVE_M, 0.50, 2, 590, 4017, 19, 4780, ontime
dyngrid, 0.02, 0.9960, SOLVE_M, 0.50, 0, 1261, 11983, 0, 10125, timeout
dyngrid, 0.04, 0.9920, SOLVE_M, 0.50, 1, 496, 4492, 21, 5063, ontime
dyngrid, 0.06, 0.9880, SOLVE_M, 0.50, 1, 600, 4609, 21, 5756, ontime
dyngrid, 0.08, 0.9840, SOLVE_M, 0.50, 1, 292, 1423, 19, 2102, ontime
dyngrid, 0.10, 0.9800, SOLVE_M, 0.50, 1, 1266, 10326, 23, 9226, ontime
dyngrid, 0.12, 0.9760, SOLVE_M, 0.50, 0, 19, 190, 19, 868, ontime
dyngrid, 0.14, 0.9720, SOLVE_M, 0.50, 1, 134, 778, 23, 1687, ontime
dyngrid, 0.16, 0.9680, SOLVE_M, 0.50, 1, 119, 616, 23, 1338, ontime
dyngrid, 0.18, 0.9640, SOLVE_M, 0.50, 0, 1743, 10810, 0, 10109, timeout
dyngrid, 0.20, 0.9600, SOLVE_M, 0.50, 0, 2219, 11149, 1, 10112, timeout
dyngrid, 0.22, 0.9560, SOLVE_M, 0.50, 0, 19, 180, 19, 867, ontime
dyngrid, 0.27, 0.9460, SOLVE_M, 0.50, 0, 3883, 13216, 3, 10107, timeout
dyngrid, 0.32, 0.9360, SOLVE_M, 0.50, 0, 3265, 12668, 4, 10144, timeout
dyngrid, 0.37, 0.9260, SOLVE_M, 0.50, 0, 754, 2375, 22, 3109, ontime
dyngrid, 0.42, 0.9160, SOLVE_M, 0.50, 0, 5936, 14385, 9, 10117, timeout
dyngrid, 0.47, 0.9060, SOLVE_M, 0.50, 0, 5489, 13488, 12, 10108, timeout
dyngrid, 0.52, 0.8960, SOLVE_M, 0.50, 0, 5393, 12422, 13, 10109, timeout
dyngrid, 0.57, 0.8860, SOLVE_M, 0.50, 0, 7882, 15190, 27, 10109, timeout
dyngrid, 0.62, 0.8760, SOLVE_M, 0.50, 0, 3981, 7553, 26, 5563, ontime
dyngrid, 0.67, 0.8660, SOLVE_M, 0.50, 0, 10248, 17120, 64, 10101, timeout
dyngrid, 0.72, 0.8560, SOLVE_M, 0.50, 0, 6689, 10775, 52, 7322, ontime
dyngrid, 0.77, 0.8460, SOLVE_M, 0.50, 0, 5172, 8468, 43, 6274, ontime
dyngrid, 0.82, 0.8360, SOLVE_M, 0.50, 0, 1578, 2184, 36, 3352, ontime
dyngrid, 0.87, 0.8260, SOLVE_M, 0.50, 0, 595, 844, 24, 1863, ontime
dyngrid, 0.92, 0.8160, SOLVE_M, 0.50, 0, 3813, 5243, 70, 5247, ontime
dyngrid, 0.97, 0.8060, SOLVE_M, 0.50, 0, 1536, 2127, 35, 2914, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, SOLVE_M, 0.10, 0, 1417, 10758, 0, 10116, timeout
dyngrid, 0.02, 0.9960, SOLVE_M, 0.10, 1, 620, 4676, 21, 4931, ontime
dyngrid, 0.04, 0.9920, SOLVE_M, 0.10, 2, 787, 6090, 22, 5610, ontime
dyngrid, 0.06, 0.9880, SOLVE_M, 0.10, 1, 796, 5569, 21, 5237, ontime
dyngrid, 0.08, 0.9840, SOLVE_M, 0.10, 1, 1258, 11431, 0, 10102, timeout
dyngrid, 0.10, 0.9800, SOLVE_M, 0.10, 1, 19, 107, 19, 749, ontime
dyngrid, 0.12, 0.9760, SOLVE_M, 0.10, 2, 449, 3510, 22, 3838, ontime
dyngrid, 0.14, 0.9720, SOLVE_M, 0.10, 1, 841, 6108, 19, 6522, ontime
dyngrid, 0.16, 0.9680, SOLVE_M, 0.10, 166, 4540, 15829, 20, 10095, timeout
dyngrid, 0.18, 0.9640, SOLVE_M, 0.10, 1, 704, 4853, 22, 4738, ontime
dyngrid, 0.20, 0.9600, SOLVE_M, 0.10, 2, 1763, 11824, 0, 10126, timeout
dyngrid, 0.22, 0.9560, SOLVE_M, 0.10, 0, 19, 190, 19, 760, ontime
dyngrid, 0.27, 0.9460, SOLVE_M, 0.10, 2, 832, 5762, 25, 5533, ontime
dyngrid, 0.32, 0.9360, SOLVE_M, 0.10, 8, 2483, 14079, 0, 10103, timeout
dyngrid, 0.37, 0.9260, SOLVE_M, 0.10, 2, 358, 2159, 23, 2814, ontime
dyngrid, 0.42, 0.9160, SOLVE_M, 0.10, 151, 2012, 14454, 15, 10100, timeout
dyngrid, 0.47, 0.9060, SOLVE_M, 0.10, 1, 1769, 12241, 0, 10101, timeout
dyngrid, 0.52, 0.8960, SOLVE_M, 0.10, 0, 1454, 9681, 0, 10106, timeout
dyngrid, 0.57, 0.8860, SOLVE_M, 0.10, 0, 2405, 12779, 0, 10102, timeout
dyngrid, 0.62, 0.8760, SOLVE_M, 0.10, 0, 2756, 13232, 1, 10110, timeout
dyngrid, 0.67, 0.8660, SOLVE_M, 0.10, 0, 2436, 12467, 3, 10099, timeout
dyngrid, 0.72, 0.8560, SOLVE_M, 0.10, 0, 3375, 13676, 2, 10104, timeout
dyngrid, 0.77, 0.8460, SOLVE_M, 0.10, 0, 2598, 12870, 5, 10106, timeout
dyngrid, 0.82, 0.8360, SOLVE_M, 0.10, 0, 4303, 14275, 5, 10111, timeout
dyngrid, 0.87, 0.8260, SOLVE_M, 0.10, 0, 3993, 14143, 2, 10101, timeout
dyngrid, 0.92, 0.8160, SOLVE_M, 0.10, 0, 3904, 12633, 3, 10116, timeout
dyngrid, 0.97, 0.8060, SOLVE_M, 0.10, 0, 3811, 12390, 2, 10108, timeout
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, SOLVE_M, 0.10, 1, 223, 1187, 21, 1896, ontime
dyngrid, 0.02, 0.9960, SOLVE_M, 0.10, 1, 837, 5767, 20, 5832, ontime
dyngrid, 0.04, 0.9920, SOLVE_M, 0.10, 1, 194, 1220, 19, 2346, ontime
dyngrid, 0.06, 0.9880, SOLVE_M, 0.10, 1, 214, 1579, 20, 2612, ontime
dyngrid, 0.08, 0.9840, SOLVE_M, 0.10, 1, 951, 6767, 21, 7474, ontime
dyngrid, 0.10, 0.9800, SOLVE_M, 0.10, 1, 631, 4688, 22, 6076, ontime
dyngrid, 0.12, 0.9760, SOLVE_M, 0.10, 1, 1244, 8925, 22, 9444, ontime
dyngrid, 0.14, 0.9720, SOLVE_M, 0.10, 2, 489, 2781, 27, 3707, ontime
dyngrid, 0.16, 0.9680, SOLVE_M, 0.10, 1, 1461, 11419, 0, 10105, timeout
dyngrid, 0.18, 0.9640, SOLVE_M, 0.10, 1, 1254, 9481, 22, 9742, ontime
dyngrid, 0.20, 0.9600, SOLVE_M, 0.10, 3, 1646, 11555, 29, 9741, ontime
dyngrid, 0.22, 0.9560, SOLVE_M, 0.10, 1, 63, 332, 19, 1010, ontime
dyngrid, 0.27, 0.9460, SOLVE_M, 0.10, 1, 5, 57, 20, 544, ontime
dyngrid, 0.32, 0.9360, SOLVE_M, 0.10, 1, 40, 252, 19, 937, ontime
dyngrid, 0.37, 0.9260, SOLVE_M, 0.10, 2, 1646, 11109, 6, 10105, timeout
dyngrid, 0.42, 0.9160, SOLVE_M, 0.10, 2, 415, 2968, 21, 3885, ontime
dyngrid, 0.47, 0.9060, SOLVE_M, 0.10, 78, 4006, 14574, 13, 10094, timeout
dyngrid, 0.52, 0.8960, SOLVE_M, 0.10, 3, 601, 3364, 19, 5145, ontime
dyngrid, 0.57, 0.8860, SOLVE_M, 0.10, 0, 1686, 9647, 0, 10115, timeout
dyngrid, 0.62, 0.8760, SOLVE_M, 0.10, 0, 2157, 11796, 0, 10119, timeout
dyngrid, 0.67, 0.8660, SOLVE_M, 0.10, 0, 2660, 12710, 1, 10107, timeout
dyngrid, 0.72, 0.8560, SOLVE_M, 0.10, 0, 2402, 10851, 1, 10107, timeout
dyngrid, 0.77, 0.8460, SOLVE_M, 0.10, 0, 2893, 11329, 2, 10104, timeout
dyngrid, 0.82, 0.8360, SOLVE_M, 0.10, 0, 3132, 13334, 7, 10102, timeout
dyngrid, 0.87, 0.8260, SOLVE_M, 0.10, 0, 2980, 12935, 6, 10107, timeout
dyngrid, 0.92, 0.8160, SOLVE_M, 0.10, 0, 4071, 12537, 3, 10104, timeout
dyngrid, 0.97, 0.8060, SOLVE_M, 0.10, 0, 3902, 14092, 5, 10102, timeout
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, SOLVE_M, 0.10, 1, 710, 6468, 24, 6423, ontime
dyngrid, 0.02, 0.9960, SOLVE_M, 0.10, 2, 925, 6967, 21, 6505, ontime
dyngrid, 0.04, 0.9920, SOLVE_M, 0.10, 1, 106, 497, 23, 1180, ontime
dyngrid, 0.06, 0.9880, SOLVE_M, 0.10, 2, 509, 3675, 19, 3889, ontime
dyngrid, 0.08, 0.9840, SOLVE_M, 0.10, 2, 1312, 9145, 24, 8602, ontime
dyngrid, 0.10, 0.9800, SOLVE_M, 0.10, 1, 705, 5266, 20, 5183, ontime
dyngrid, 0.12, 0.9760, SOLVE_M, 0.10, 1, 290, 1770, 19, 2366, ontime
dyngrid, 0.14, 0.9720, SOLVE_M, 0.10, 1, 1223, 10655, 0, 10101, timeout
dyngrid, 0.16, 0.9680, SOLVE_M, 0.10, 2, 372, 3036, 27, 3473, ontime
dyngrid, 0.18, 0.9640, SOLVE_M, 0.10, 1, 738, 5464, 21, 5224, ontime
dyngrid, 0.20, 0.9600, SOLVE_M, 0.10, 1, 18, 149, 19, 886, ontime
dyngrid, 0.22, 0.9560, SOLVE_M, 0.10, 3, 614, 4136, 29, 4295, ontime
dyngrid, 0.27, 0.9460, SOLVE_M, 0.10, 1, 331, 2313, 23, 2782, ontime
dyngrid, 0.32, 0.9360, SOLVE_M, 0.10, 16, 2696, 16429, 5, 10098, timeout
dyngrid, 0.37, 0.9260, SOLVE_M, 0.10, 3, 67, 300, 27, 1025, ontime
dyngrid, 0.42, 0.9160, SOLVE_M, 0.10, 1, 1270, 9357, 22, 8425, ontime
dyngrid, 0.47, 0.9060, SOLVE_M, 0.10, 3, 182, 778, 27, 1773, ontime
dyngrid, 0.52, 0.8960, SOLVE_M, 0.10, 0, 1642, 12728, 0, 10103, timeout
dyngrid, 0.57, 0.8860, SOLVE_M, 0.10, 0, 1983, 12660, 0, 10102, timeout
dyngrid, 0.62, 0.8760, SOLVE_M, 0.10, 0, 2303, 12768, 1, 10104, timeout
dyngrid, 0.67, 0.8660, SOLVE_M, 0.10, 0, 2120, 12058, 1, 10130, timeout
dyngrid, 0.72, 0.8560, SOLVE_M, 0.10, 0, 2639, 13345, 3, 10106, timeout
dyngrid, 0.77, 0.8460, SOLVE_M, 0.10, 0, 2637, 12887, 5, 10105, timeout
dyngrid, 0.82, 0.8360, SOLVE_M, 0.10, 0, 3527, 13828, 6, 10102, timeout
dyngrid, 0.87, 0.8260, SOLVE_M, 0.10, 0, 4112, 13425, 5, 10103, timeout
dyngrid, 0.92, 0.8160, SOLVE_M, 0.10, 0, 3628, 13754, 2, 10103, timeout
dyngrid, 0.97, 0.8060, SOLVE_M, 0.10, 0, 4100, 13998, 6, 10100, timeout
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, SOLVE_M, 0.10, 1, 402, 3411, 19, 3473, ontime
dyngrid, 0.02, 0.9960, SOLVE_M, 0.10, 1, 16, 94, 19, 610, ontime
dyngrid, 0.04, 0.9920, SOLVE_M, 0.10, 1, 1224, 10108, 24, 9432, ontime
dyngrid, 0.06, 0.9880, SOLVE_M, 0.10, 1, 1301, 9769, 24, 8342, ontime
dyngrid, 0.08, 0.9840, SOLVE_M, 0.10, 1, 56, 285, 20, 979, ontime
dyngrid, 0.10, 0.9800, SOLVE_M, 0.10, 1, 513, 3398, 21, 3839, ontime
dyngrid, 0.12, 0.9760, SOLVE_M, 0.10, 1, 83, 622, 22, 1694, ontime
dyngrid, 0.14, 0.9720, SOLVE_M, 0.10, 1, 204, 1097, 19, 2386, ontime
dyngrid, 0.16, 0.9680, SOLVE_M, 0.10, 1, 861, 6306, 23, 7407, ontime
dyngrid, 0.18, 0.9640, SOLVE_M, 0.10, 1, 67, 342, 19, 1088, ontime
dyngrid, 0.20, 0.9600, SOLVE_M, 0.10, 126, 3250, 14305, 19, 10095, timeout
dyngrid, 0.22, 0.9560, SOLVE_M, 0.10, 2, 518, 3449, 22, 3751, ontime
dyngrid, 0.27, 0.9460, SOLVE_M, 0.10, 1, 433, 4022, 20, 3936, ontime
dyngrid, 0.32, 0.9360, SOLVE_M, 0.10, 2, 458, 4286, 19, 4263, ontime
dyngrid, 0.37, 0.9260, SOLVE_M, 0.10, 1, 1521, 11952, 0, 10099, timeout
dyngrid, 0.42, 0.9160, SOLVE_M, 0.10, 3, 1063, 8261, 24, 7508, ontime
dyngrid, 0.47, 0.9060, SOLVE_M, 0.10, 1, 1353, 12174, 4, 10098, timeout
dyngrid, 0.52, 0.8960, SOLVE_M, 0.10, 0, 1964, 13248, 0, 10106, timeout
dyngrid, 0.57, 0.8860, SOLVE_M, 0.10, 0, 2246, 13099, 1, 10107, timeout
dyngrid, 0.62, 0.8760, SOLVE_M, 0.10, 0, 2032, 12228, 0, 10104, timeout
dyngrid, 0.67, 0.8660, SOLVE_M, 0.10, 323, 5231, 17137, 17, 10096, timeout
dyngrid, 0.72, 0.8560, SOLVE_M, 0.10, 0, 2890, 13727, 1, 10099, timeout
dyngrid, 0.77, 0.8460, SOLVE_M, 0.10, 0, 2855, 13665, 1, 10104, timeout
dyngrid, 0.82, 0.8360, SOLVE_M, 0.10, 0, 3329, 14313, 6, 10106, timeout
dyngrid, 0.87, 0.8260, SOLVE_M, 0.10, 0, 3384, 13748, 2, 10105, timeout
dyngrid, 0.92, 0.8160, SOLVE_M, 0.10, 0, 4989, 15163, 4, 10101, timeout
dyngrid, 0.97, 0.8060, SOLVE_M, 0.10, 0, 3951, 14353, 3, 10124, timeout
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, SOLVE_M, 0.10, 0, 1617, 11879, 0, 10110, timeout
dyngrid, 0.02, 0.9960, SOLVE_M, 0.10, 1, 261, 2043, 22, 2548, ontime
dyngrid, 0.04, 0.9920, SOLVE_M, 0.10, 0, 20, 210, 20, 782, ontime
dyngrid, 0.06, 0.9880, SOLVE_M, 0.10, 2, 1237, 9265, 23, 8003, ontime
dyngrid, 0.08, 0.9840, SOLVE_M, 0.10, 1, 6, 70, 20, 618, ontime
dyngrid, 0.10, 0.9800, SOLVE_M, 0.10, 2, 917, 7738, 23, 6847, ontime
dyngrid, 0.12, 0.9760, SOLVE_M, 0.10, 1, 663, 4469, 20, 4547, ontime
dyngrid, 0.14, 0.9720, SOLVE_M, 0.10, 2, 977, 9670, 26, 8755, ontime
dyngrid, 0.16, 0.9680, SOLVE_M, 0.10, 1, 678, 4058, 22, 5888, ontime
