scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.97, 0.8060, SOLVE_M, 0.30, 0, 8397, 15982, 40, 9747, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, SOLVE_M, 0.30, 1, 466, 2847, 21, 3822, ontime
dyngrid, 0.02, 0.9960, SOLVE_M, 0.30, 18, 3043, 14828, 0, 10101, timeout
dyngrid, 0.04, 0.9920, SOLVE_M, 0.30, 1, 16, 100, 22, 639, ontime
dyngrid, 0.06, 0.9880, SOLVE_M, 0.30, 1, 296, 1772, 22, 2408, ontime
dyngrid, 0.08, 0.9840, SOLVE_M, 0.30, 1, 875, 8180, 22, 7497, ontime
dyngrid, 0.10, 0.9800, SOLVE_M, 0.30, 1, 21, 115, 22, 734, ontime
dyngrid, 0.12, 0.9760, SOLVE_M, 0.30, 1, 333, 2526, 21, 3044, ontime
dyngrid, 0.14, 0.9720, SOLVE_M, 0.30, 2, 180, 839, 27, 1614, ontime
dyngrid, 0.16, 0.9680, SOLVE_M, 0.30, 1, 891, 6243, 21, 5656, ontime
dyngrid, 0.18, 0.9640, SOLVE_M, 0.30, 1, 450, 2454, 19, 2704, ontime
dyngrid, 0.20, 0.9600, SOLVE_M, 0.30, 2, 360, 2474, 21, 3017, ontime
dyngrid, 0.22, 0.9560, SOLVE_M, 0.30, 176, 4753, 15924, 14, 10106, timeout
dyngrid, 0.27, 0.9460, SOLVE_M, 0.30, 0, 1603, 11625, 0, 10112, timeout
dyngrid, 0.32, 0.9360, SOLVE_M, 0.30, 0, 2328, 13455, 1, 10106, timeout
dyngrid, 0.37, 0.9260, SOLVE_M, 0.30, 0, 2012, 9356, 1, 10156, timeout
dyngrid, 0.42, 0.9160, SOLVE_M, 0.30, 0, 3093, 13194, 1, 10111, timeout
dyngrid, 0.47, 0.9060, SOLVE_M, 0.30, 0, 971, 4790, 7, 10887, timeout
dyngrid, 0.67, 0.8660, SOLVE_M, 0.30, 0, 426, 1408, 0, 10306, timeout
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, SOLVE_M, 0.30, 1, 242, 1373, 19, 2601, ontime
dyngrid, 0.02, 0.9960, SOLVE_M, 0.30, 1, 594, 6690, 19, 8713, ontime
dyngrid, 0.04, 0.9920, SOLVE_M, 0.30, 0, 720, 5988, 0, 10119, timeout
dyngrid, 0.06, 0.9880, SOLVE_M, 0.30, 1, 431, 2919, 20, 4052, ontime
dyngrid, 0.08, 0.9840, SOLVE_M, 0.30, 1, 569, 3644, 19, 7150, ontime
dyngrid, 0.10, 0.9800, SOLVE_M, 0.30, 1, 316, 2340, 19, 3182, ontime
dyngrid, 0.12, 0.9760, SOLVE_M, 0.30, 1, 496, 3161, 19, 3839, ontime
dyngrid, 0.14, 0.9720, SOLVE_M, 0.30, 1, 644, 4500, 21, 8057, ontime
dyngrid, 0.16, 0.9680, SOLVE_M, 0.30, 2, 490, 3542, 20, 5013, ontime
dyngrid, 0.18, 0.9640, SOLVE_M, 0.30, 1, 720, 5492, 23, 6095, ontime
dyngrid, 0.20, 0.9600, SOLVE_M, 0.30, 1, 181, 1006, 20, 1714, ontime
dyngrid, 0.22, 0.9560, SOLVE_M, 0.30, 1, 764, 5986, 21, 5973, ontime
dyngrid, 0.27, 0.9460, SOLVE_M, 0.30, 1, 724, 4872, 19, 5141, ontime
dyngrid, 0.32, 0.9360, SOLVE_M, 0.30, 0, 2158, 10996, 1, 10104, timeout
dyngrid, 0.37, 0.9260, SOLVE_M, 0.30, 0, 1981, 10790, 1, 10205, timeout
dyngrid, 0.42, 0.9160, SOLVE_M, 0.30, 0, 2928, 12783, 1, 10129, timeout
dyngrid, 0.47, 0.9060, SOLVE_M, 0.30, 0, 1998, 7807, 1, 10114, timeout
dyngrid, 0.52, 0.8960, SOLVE_M, 0.30, 0, 3381, 9563, 11, 10122, timeout
dyngrid, 0.57, 0.8860, SOLVE_M, 0.30, 0, 2872, 8779, 3, 10139, timeout
dyngrid, 0.62, 0.8760, SOLVE_M, 0.30, 0, 3413, 11106, 6, 10110, timeout
dyngrid, 0.67, 0.8660, SOLVE_M, 0.30, 0, 4601, 12658, 10, 10144, timeout
dyngrid, 0.72, 0.8560, SOLVE_M, 0.30, 0, 19, 112, 19, 936, ontime
dyngrid, 0.77, 0.8460, SOLVE_M, 0.30, 0, 4463, 12198, 7, 10134, timeout
dyngrid, 0.82, 0.8360, SOLVE_M, 0.30, 0, 6824, 15161, 15, 10110, timeout
dyngrid, 0.87, 0.8260, SOLVE_M, 0.30, 0, 3551, 7521, 25, 5586, ontime
dyngrid, 0.92, 0.8160, SOLVE_M, 0.30, 0, 6218, 11124, 27, 10164, timeout
dyngrid, 0.97, 0.8060, SOLVE_M, 0.30, 0, 3999, 7365, 30, 8735, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, SOLVE_M, 0.30, 1, 33, 199, 20, 927, ontime
dyngrid, 0.02, 0.9960, SOLVE_M, 0.30, 1, 170, 1417, 21, 2909, ontime
dyngrid, 0.04, 0.9920, SOLVE_M, 0.30, 0, 1265, 9409, 0, 10111, timeout
dyngrid, 0.06, 0.9880, SOLVE_M, 0.30, 1, 492, 3254, 21, 4104, ontime
dyngrid, 0.08, 0.9840, SOLVE_M, 0.30, 1, 1370, 8147, 0, 10154, timeout
dyngrid, 0.10, 0.9800, SOLVE_M, 0.30, 1, 819, 5829, 24, 8986, ontime
dyngrid, 0.12, 0.9760, SOLVE_M, 0.30, 2, 426, 2762, 20, 4030, ontime
dyngrid, 0.14, 0.9720, SOLVE_M, 0.30, 1, 545, 4543, 21, 6681, ontime
dyngrid, 0.16, 0.9680, SOLVE_M, 0.30, 1, 841, 6152, 21, 7352, ontime
dyngrid, 0.18, 0.9640, SOLVE_M, 0.30, 2, 418, 2762, 23, 3890, ontime
dyngrid, 0.20, 0.9600, SOLVE_M, 0.30, 1, 68, 364, 21, 1144, ontime
dyngrid, 0.22, 0.9560, SOLVE_M, 0.30, 2, 1048, 8291, 6, 10113, timeout
dyngrid, 0.27, 0.9460, SOLVE_M, 0.30, 0, 1198, 8670, 0, 10120, timeout
dyngrid, 0.37, 0.9260, SOLVE_M, 0.30, 0, 1151, 5729, 0, 10167, timeout
dyngrid, 0.42, 0.9160, SOLVE_M, 0.30, 0, 1677, 8105, 1, 10131, timeout
dyngrid, 0.47, 0.9060, SOLVE_M, 0.30, 0, 2441, 9334, 4, 10112, timeout
dyngrid, 0.52, 0.8960, SOLVE_M, 0.30, 0, 3700, 10641, 3, 10122, timeout
dyngrid, 0.57, 0.8860, SOLVE_M, 0.30, 0, 2942, 9265, 3, 10135, timeout
dyngrid, 0.62, 0.8760, SOLVE_M, 0.30, 0, 3541, 10547, 4, 10123, timeout
dyngrid, 0.67, 0.8660, SOLVE_M, 0.30, 0, 2294, 7044, 6, 10132, timeout
dyngrid, 0.72, 0.8560, SOLVE_M, 0.30, 0, 5123, 12299, 9, 10115, timeout
dyngrid, 0.77, 0.8460, SOLVE_M, 0.30, 0, 4239, 10800, 7, 10124, timeout
dyngrid, 0.82, 0.8360, SOLVE_M, 0.30, 0, 4349, 10038, 14, 10124, timeout
dyngrid, 0.87, 0.8260, SOLVE_M, 0.30, 0, 5780, 11291, 23, 10121, timeout
dyngrid, 0.92, 0.8160, SOLVE_M, 0.30, 0, 6072, 11343, 22, 10119, timeout
dyngrid, 0.97, 0.8060, SOLVE_M, 0.30, 0, 7358, 13988, 30, 10121, timeout
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, SOLVE_M, 0.30, 0, 22, 253, 22, 1028, ontime
dyngrid, 0.02, 0.9960, SOLVE_M, 0.30, 1, 323, 1933, 19, 4473, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.27, 0.9460, SOLVE_M, 0.30, 0, 536, 4254, 0, 10243, timeout
dyngrid, 0.37, 0.9260, SOLVE_M, 0.30, 0, 2073, 9744, 1, 10121, timeout
dyngrid, 0.47, 0.9060, SOLVE_M, 0.30, 0, 2389, 10369, 3, 10116, timeout
dyngrid, 0.52, 0.8960, SOLVE_M, 0.30, 0, 3732, 12885, 3, 10111, timeout
dyngrid, 0.57, 0.8860, SOLVE_M, 0.30, 0, 4070, 12575, 4, 10116, timeout
dyngrid, 0.62, 0.8760, SOLVE_M, 0.30, 0, 3882, 12536, 11, 10108, timeout
dyngrid, 0.67, 0.8660, SOLVE_M, 0.30, 0, 2686, 7982, 3, 10180, timeout
dyngrid, 0.72, 0.8560, SOLVE_M, 0.30, 0, 20, 119, 20, 1228, ontime
dyngrid, 0.77, 0.8460, SOLVE_M, 0.30, 0, 3946, 10569, 7, 10108, timeout
dyngrid, 0.82, 0.8360, SOLVE_M, 0.30, 0, 5048, 11796, 15, 10111, timeout
dyngrid, 0.87, 0.8260, SOLVE_M, 0.30, 0, 4751, 10381, 17, 10120, timeout
dyngrid, 0.92, 0.8160, SOLVE_M, 0.30, 0, 6185, 11691, 23, 10109, timeout
dyngrid, 0.97, 0.8060, SOLVE_M, 0.30, 0, 3408, 6552, 22, 7036, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, SOLVE_M, 0.30, 1, 262, 2124, 19, 5464, ontime
dyngrid, 0.02, 0.9960, SOLVE_M, 0.30, 1, 503, 4011, 19, 6654, ontime
dyngrid, 0.04, 0.9920, SOLVE_M, 0.30, 0, 792, 5745, 0, 10159, timeout
dyngrid, 0.06, 0.9880, SOLVE_M, 0.30, 1, 577, 4449, 22, 8304, ontime
dyngrid, 0.08, 0.9840, SOLVE_M, 0.30, 1, 60, 360, 20, 1342, ontime
dyngrid, 0.10, 0.9800, SOLVE_M, 0.30, 1, 234, 1365, 21, 2859, ontime
dyngrid, 0.12, 0.9760, SOLVE_M, 0.30, 1, 503, 3373, 20, 5988, ontime
dyngrid, 0.14, 0.9720, SOLVE_M, 0.30, 1, 15, 99, 22, 674, ontime
dyngrid, 0.16, 0.9680, SOLVE_M, 0.30, 2, 422, 2398, 20, 5637, ontime
dyngrid, 0.18, 0.9640, SOLVE_M, 0.30, 1, 213, 1453, 23, 3127, ontime
dyngrid, 0.20, 0.9600, SOLVE_M, 0.30, 0, 635, 4984, 0, 10241, timeout
dyngrid, 0.22, 0.9560, SOLVE_M, 0.30, 2, 722, 3874, 20, 5985, ontime
dyngrid, 0.27, 0.9460, SOLVE_M, 0.30, 0, 1212, 8504, 0, 10134, timeout
dyngrid, 0.37, 0.9260, SOLVE_M, 0.30, 0, 1781, 9817, 5, 10152, timeout
dyngrid, 0.42, 0.9160, SOLVE_M, 0.30, 0, 1767, 7702, 1, 10113, timeout
dyngrid, 0.47, 0.9060, SOLVE_M, 0.30, 0, 2862, 11144, 6, 10147, timeout
dyngrid, 0.52, 0.8960, SOLVE_M, 0.30, 0, 2980, 10823, 2, 10121, timeout
dyngrid, 0.57, 0.8860, SOLVE_M, 0.30, 0, 2699, 8709, 2, 10129, timeout
dyngrid, 0.62, 0.8760, SOLVE_M, 0.30, 0, 19, 135, 19, 992, ontime
dyngrid, 0.67, 0.8660, SOLVE_M, 0.30, 0, 4108, 11138, 6, 10111, timeout
dyngrid, 0.72, 0.8560, SOLVE_M, 0.30, 0, 5180, 13140, 12, 10114, timeout
dyngrid, 0.77, 0.8460, SOLVE_M, 0.30, 0, 3757, 9901, 6, 10119, timeout
dyngrid, 0.82, 0.8360, SOLVE_M, 0.30, 0, 1186, 2440, 25, 3382, ontime
dyngrid, 0.87, 0.8260, SOLVE_M, 0.30, 0, 21, 111, 21, 1188, ontime
dyngrid, 0.97, 0.8060, SOLVE_M, 0.30, 0, 4485, 8520, 18, 10115, timeout
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, SOLVE_M, 0.30, 1, 425, 3115, 20, 4141, ontime
dyngrid, 0.02, 0.9960, SOLVE_M, 0.30, 1, 914, 6923, 22, 9150, ontime
dyngrid, 0.04, 0.9920, SOLVE_M, 0.30, 1, 51, 262, 19, 1087, ontime
dyngrid, 0.06, 0.9880, SOLVE_M, 0.30, 1, 457, 3714, 27, 5947, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.87, 0.8260, SOLVE_M, 0.30, 0, 4477, 10179, 17, 10142, timeout
dyngrid, 0.92, 0.8160, SOLVE_M, 0.30, 0, 4495, 8578, 25, 10174, timeout
dyngrid, 0.97, 0.8060, SOLVE_M, 0.30, 0, 4093, 7702, 22, 10120, timeout
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, SOLVE_M, 0.30, 0, 1040, 7733, 0, 10126, timeout
dyngrid, 0.02, 0.9960, SOLVE_M, 0.30, 1, 1087, 7875, 23, 8907, ontime
dyngrid, 0.04, 0.9920, SOLVE_M, 0.30, 1, 841, 7191, 21, 8826, ontime
dyngrid, 0.06, 0.9880, SOLVE_M, 0.30, 2, 256, 1563, 19, 2971, ontime
dyngrid, 0.08, 0.9840, SOLVE_M, 0.30, 1, 416, 3178, 20, 4791, ontime
dyngrid, 0.10, 0.9800, SOLVE_M, 0.30, 2, 1195, 7266, 21, 10102, timeout
dyngrid, 0.10, 0.9800, SOLVE_M, 0.30, 2, 1195, 7266, 21, 10096, ontime
dyngrid, 0.12, 0.9760, SOLVE_M, 0.30, 1, 520, 3828, 21, 4847, ontime
dyngrid, 0.14, 0.9720, SOLVE_M, 0.30, 1, 46, 212, 21, 918, ontime
dyngrid, 0.16, 0.9680, SOLVE_M, 0.30, 1, 986, 7514, 23, 8649, ontime
dyngrid, 0.18, 0.9640, SOLVE_M, 0.30, 1, 1307, 10703, 0, 10133, timeout
dyngrid, 0.20, 0.9600, SOLVE_M, 0.30, 1, 540, 2971, 19, 3566, ontime
dyngrid, 0.22, 0.9560, SOLVE_M, 0.30, 2, 16, 154, 20, 874, ontime
dyngrid, 0.27, 0.9460, SOLVE_M, 0.30, 0, 1200, 8671, 0, 10124, timeout
dyngrid, 0.32, 0.9360, SOLVE_M, 0.30, 0, 2173, 10366, 1, 10135, timeout
dyngrid, 0.37, 0.9260, SOLVE_M, 0.30, 0, 2021, 9693, 1, 10123, timeout
dyngrid, 0.42, 0.9160, SOLVE_M, 0.30, 0, 1097, 5917, 0, 10128, timeout
dyngrid, 0.47, 0.9060, SOLVE_M, 0.30, 0, 3573, 11447, 5, 10113, timeout
dyngrid, 0.52, 0.8960, SOLVE_M, 0.30, 0, 3775, 12451, 3, 10127, timeout
dyngrid, 0.57, 0.8860, SOLVE_M, 0.30, 0, 3175, 9801, 6, 10110, timeout
dyngrid, 0.62, 0.8760, SOLVE_M, 0.30, 0, 3800, 11409, 6, 10119, timeout
dyngrid, 0.67, 0.8660, SOLVE_M, 0.30, 0, 4796, 12517, 9, 10114, timeout
dyngrid, 0.72, 0.8560, SOLVE_M, 0.30, 0, 5311, 12795, 11, 10118, timeout
dyngrid, 0.77, 0.8460, SOLVE_M, 0.30, 0, 3398, 8610, 14, 10116, timeout
dyngrid, 0.82, 0.8360, SOLVE_M, 0.30, 0, 5369, 11191, 13, 10112, timeout
dyngrid, 0.87, 0.8260, SOLVE_M, 0.30, 0, 1427, 3489, 20, 4529, ontime
dyngrid, 0.92, 0.8160, SOLVE_M, 0.30, 0, 21, 95, 21, 1049, ontime
dyngrid, 0.97, 0.8060, SOLVE_M, 0.30, 0, 5231, 10090, 27, 8903, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, SOLVE_M, 0.30, 1, 459, 2734, 20, 3895, ontime
dyngrid, 0.02, 0.9960, SOLVE_M, 0.30, 1, 1211, 9248, 24, 8486, ontime
dyngrid, 0.04, 0.9920, SOLVE_M, 0.30, 1, 1076, 7213, 0, 10115, timeout
dyngrid, 0.06, 0.9880, SOLVE_M, 0.30, 1, 5, 61, 20, 694, ontime
dyngrid, 0.08, 0.9840, SOLVE_M, 0.30, 1, 22, 133, 23, 896, ontime
dyngrid, 0.10, 0.9800, SOLVE_M, 0.30, 1, 320, 2143, 23, 3363, ontime
dyngrid, 0.12, 0.9760, SOLVE_M, 0.30, 1, 234, 1431, 19, 2729, ontime
dyngrid, 0.14, 0.9720, SOLVE_M, 0.30, 0, 1023, 8446, 0, 10117, timeout
dyngrid, 0.16, 0.9680, SOLVE_M, 0.30, 2, 58, 228, 26, 1084, ontime
dyngrid, 0.18, 0.9640, SOLVE_M, 0.30, 1, 366, 2084, 19, 3213, ontime
dyngrid, 0.20, 0.9600, SOLVE_M, 0.30, 1, 752, 7171, 21, 8719, ontime
dyngrid, 0.22, 0.9560, SOLVE_M, 0.30, 1, 284, 1978, 21, 3025, ontime
dyngrid, 0.27, 0.9460, SOLVE_M, 0.30, 0, 1060, 8207, 0, 10147, timeout
dyngrid, 0.32, 0.9360, SOLVE_M, 0.30, 0, 1106, 8242, 0, 10174, timeout
dyngrid, 0.37, 0.9260, SOLVE_M, 0.30, 0, 20, 195, 20, 893, ontime
dyngrid, 0.42, 0.9160, SOLVE_M, 0.30, 0, 2087, 9969, 4, 10119, timeout
dyngrid, 0.47, 0.9060, SOLVE_M, 0.30, 0, 1814, 7555, 1, 10128, timeout
dyngrid, 0.52, 0.8960, SOLVE_M, 0.30, 0, 2957, 9394, 2, 10104, timeout
dyngrid, 0.57, 0.8860, SOLVE_M, 0.30, 0, 4067, 11091, 5, 10112, timeout
dyngrid, 0.62, 0.8760, SOLVE_M, 0.30, 0, 3546, 11775, 6, 10109, timeout
dyngrid, 0.67, 0.8660, SOLVE_M, 0.30, 0, 4529, 12232, 10, 10116, timeout
dyngrid, 0.72, 0.8560, SOLVE_M, 0.30, 0, 4241, 10607, 8, 10135, timeout
dyngrid, 0.77, 0.8460, SOLVE_M, 0.30, 0, 4418, 11140, 10, 10134, timeout
dyngrid, 0.82, 0.8360, SOLVE_M, 0.30, 0, 6509, 13872, 13, 10107, timeout
dyngrid, 0.87, 0.8260, SOLVE_M, 0.30, 0, 4103, 9993, 11, 10125, timeout
dyngrid, 0.92, 0.8160, SOLVE_M, 0.30, 0, 6829, 13218, 27, 10117, timeout
dyngrid, 0.97, 0.8060, SOLVE_M, 0.30, 0, 2581, 5165, 27, 6614, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, SOLVE_M, 0.30, 0, 808, 7223, 0, 10134, timeout
dyngrid, 0.02, 0.9960, SOLVE_M, 0.30, 1, 435, 2865, 19, 4062, ontime
dyngrid, 0.04, 0.9920, SOLVE_M, 0.30, 1, 189, 1153, 21, 2173, ontime
dyngrid, 0.06, 0.9880, SOLVE_M, 0.30, 1, 900, 6742, 23, 8587, ontime
dyngrid, 0.08, 0.9840, SOLVE_M, 0.30, 1, 13, 86, 24, 712, ontime
dyngrid, 0.10, 0.9800, SOLVE_M, 0.30, 1, 328, 2083, 24, 3822, ontime
dyngrid, 0.14, 0.9720, SOLVE_M, 0.30, 1, 22, 139, 19, 821, ontime
dyngrid, 0.16, 0.9680, SOLVE_M, 0.30, 1, 472, 3213, 22, 6064, ontime
dyngrid, 0.18, 0.9640, SOLVE_M, 0.30, 1, 1307, 9385, 0, 10107, timeout
dyngrid, 0.20, 0.9600, SOLVE_M, 0.30, 2, 782, 4861, 19, 6911, ontime
dyngrid, 0.22, 0.9560, SOLVE_M, 0.30, 3, 374, 2354, 29, 3523, ontime
dyngrid, 0.27, 0.9460, SOLVE_M, 0.30, 1, 630, 6170, 23, 8209, ontime
dyngrid, 0.32, 0.9360, SOLVE_M, 0.30, 0, 984, 6581, 0, 10125, timeout
dyngrid, 0.37, 0.9260, SOLVE_M, 0.30, 0, 1546, 8699, 2, 10122, timeout
dyngrid, 0.42, 0.9160, SOLVE_M, 0.30, 0, 1995, 8895, 1, 10111, timeout
dyngrid, 0.47, 0.9060, SOLVE_M, 0.30, 0, 2829, 11573, 1, 10113, timeout
dyngrid, 0.52, 0.8960, SOLVE_M, 0.30, 0, 4658, 13261, 4, 10121, timeout
dyngrid, 0.57, 0.8860, SOLVE_M, 0.30, 0, 3980, 12862, 4, 10119, timeout
dyngrid, 0.62, 0.8760, SOLVE_M, 0.30, 0, 3648, 11499, 4, 10112, timeout
dyngrid, 0.67, 0.8660, SOLVE_M, 0.30, 0, 4143, 11382, 5, 10217, timeout
dyngrid, 0.72, 0.8560, SOLVE_M, 0.30, 0, 4662, 11503, 9, 10132, timeout
dyngrid, 0.77, 0.8460, SOLVE_M, 0.30, 0, 4711, 12441, 7, 10115, timeout
dyngrid, 0.82, 0.8360, SOLVE_M, 0.30, 0, 5861, 12412, 16, 10108, timeout
dyngrid, 0.87, 0.8260, SOLVE_M, 0.30, 0, 2191, 5221, 24, 6206, ontime
dyngrid, 0.92, 0.8160, SOLVE_M, 0.30, 0, 5193, 9621, 30, 7219, ontime
dyngrid, 0.97, 0.8060, SOLVE_M, 0.30, 0, 6552, 12396, 30, 10142, timeout
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, SOLVE_M, 0.30, 0, 988, 8392, 0, 10114, timeout
dyngrid, 0.02, 0.9960, SOLVE_M, 0.30, 1, 969, 7539, 23, 7067, ontime
dyngrid, 0.04, 0.9920, SOLVE_M, 0.30, 1, 476, 3983, 22, 4903, ontime
dyngrid, 0.06, 0.9880, SOLVE_M, 0.30, 1, 1376, 8919, 0, 10122, timeout
dyngrid, 0.08, 0.9840, SOLVE_M, 0.30, 1, 924, 10576, 0, 10120, timeout
dyngrid, 0.10, 0.9800, SOLVE_M, 0.30, 1, 421, 2474, 22, 5175, ontime
dyngrid, 0.12, 0.9760, SOLVE_M, 0.30, 2, 341, 2263, 24, 3994, ontime
dyngrid, 0.14, 0.9720, SOLVE_M, 0.30, 4, 674, 4625, 30, 5484, ontime
dyngrid, 0.16, 0.9680, SOLVE_M, 0.30, 1, 7, 59, 21, 950, ontime
dyngrid, 0.18, 0.9640, SOLVE_M, 0.30, 0, 847, 7334, 0, 10140, timeout
dyngrid, 0.20, 0.9600, SOLVE_M, 0.30, 1, 148, 1005, 19, 1970, ontime
dyngrid, 0.22, 0.9560, SOLVE_M, 0.30, 2, 327, 2128, 22, 3772, ontime
dyngrid, 0.27, 0.9460, SOLVE_M, 0.30, 1, 71, 425, 19, 1558, ontime
dyngrid, 0.32, 0.9360, SOLVE_M, 0.30, 0, 676, 4728, 0, 10116, timeout
dyngrid, 0.37, 0.9260, SOLVE_M, 0.30, 0, 1316, 6961, 0, 10177, timeout
dyngrid, 0.47, 0.9060, SOLVE_M, 0.30, 0, 1669, 6334, 0, 10174, timeout
dyngrid, 0.52, 0.8960, SOLVE_M, 0.30, 0, 2537, 8915, 3, 10123, timeout
dyngrid, 0.57, 0.8860, SOLVE_M, 0.30, 0, 1837, 5723, 8, 10168, timeout
dyngrid, 0.62, 0.8760, SOLVE_M, 0.30, 0, 2283, 7768, 3, 10224, timeout
dyngrid, 0.67, 0.8660, SOLVE_M, 0.30, 0, 2703, 6862, 13, 10149, timeout
dyngrid, 0.77, 0.8460, SOLVE_M, 0.30, 0, 3358, 8453, 8, 10249, timeout
dyngrid, 0.82, 0.8360, SOLVE_M, 0.30, 0, 5215, 11900, 15, 10140, timeout
dyngrid, 0.87, 0.8260, SOLVE_M, 0.30, 0, 5535, 11528, 18, 10114, timeout
dyngrid, 0.92, 0.8160, SOLVE_M, 0.30, 0, 2614, 5361, 10, 10132, timeout
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, SOLVE_M, 0.30, 1, 32, 202, 22, 1515, ontime
dyngrid, 0.02, 0.9960, SOLVE_M, 0.30, 1, 88, 528, 23, 1630, ontime
dyngrid, 0.04, 0.9920, SOLVE_M, 0.30, 1, 609, 4860, 19, 7162, ontime
dyngrid, 0.06, 0.9880, SOLVE_M, 0.30, 1, 1000, 7867, 23, 8698, ontime
dyngrid, 0.08, 0.9840, SOLVE_M, 0.30, 1, 16, 103, 22, 740, ontime
dyngrid, 0.10, 0.9800, SOLVE_M, 0.30, 1, 345, 2275, 20, 5572, ontime
dyngrid, 0.12, 0.9760, SOLVE_M, 0.30, 2, 71, 283, 29, 1351, ontime
dyngrid, 0.14, 0.9720, SOLVE_M, 0.30, 1, 1439, 8981, 0, 10129, timeout
dyngrid, 0.16, 0.9680, SOLVE_M, 0.30, 0, 904, 9184, 0, 10118, timeout
dyngrid, 0.18, 0.9640, SOLVE_M, 0.30, 3, 1371, 8917, 24, 9197, ontime
dyngrid, 0.20, 0.9600, SOLVE_M, 0.30, 4, 1876, 11792, 10, 10104, timeout
dyngrid, 0.22, 0.9560, SOLVE_M, 0.30, 3, 1293, 8815, 20, 8904, ontime
dyngrid, 0.27, 0.9460, SOLVE_M, 0.30, 1, 525, 3681, 20, 4467, ontime
dyngrid, 0.32, 0.9360, SOLVE_M, 0.30, 0, 1533, 9284, 0, 10120, timeout
dyngrid, 0.37, 0.9260, SOLVE_M, 0.30, 0, 2151, 10844, 1, 10116, timeout
dyngrid, 0.42, 0.9160, SOLVE_M, 0.30, 0, 2222, 10208, 3, 10117, timeout
dyngrid, 0.47, 0.9060, SOLVE_M, 0.30, 0, 2532, 11118, 5, 10116, timeout
dyngrid, 0.52, 0.8960, SOLVE_M, 0.30, 0, 1736, 6092, 1, 10134, timeout
dyngrid, 0.57, 0.8860, SOLVE_M, 0.30, 0, 2472, 7209, 3, 10146, timeout
dyngrid, 0.62, 0.8760, SOLVE_M, 0.30, 0, 938, 2683, 1, 10314, timeout
dyngrid, 0.72, 0.8560, SOLVE_M, 0.30, 0, 3203, 8881, 16, 10130, timeout
dyngrid, 0.77, 0.8460, SOLVE_M, 0.30, 0, 4049, 10212, 7, 10133, timeout
dyngrid, 0.82, 0.8360, SOLVE_M, 0.30, 0, 3546, 8301, 9, 10132, timeout
dyngrid, 0.87, 0.8260, SOLVE_M, 0.30, 0, 5781, 12217, 17, 10125, timeout
dyngrid, 0.92, 0.8160, SOLVE_M, 0.30, 0, 6192, 11344, 24, 10116, timeout
dyngrid, 0.97, 0.8060, SOLVE_M, 0.30, 0, 19, 85, 19, 720, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, SOLVE_M, 0.30, 1, 1029, 7060, 0, 10177, timeout
dyngrid, 0.02, 0.9960, SOLVE_M, 0.30, 1, 580, 3943, 22, 5186, ontime
dyngrid, 0.04, 0.9920, SOLVE_M, 0.30, 1, 1066, 8206, 24, 8804, ontime
dyngrid, 0.06, 0.9880, SOLVE_M, 0.30, 1, 715, 5128, 23, 5830, ontime
dyngrid, 0.08, 0.9840, SOLVE_M, 0.30, 1, 857, 6090, 19, 6475, ontime
dyngrid, 0.10, 0.9800, SOLVE_M, 0.30, 1, 400, 2674, 21, 3783, ontime
dyngrid, 0.12, 0.9760, SOLVE_M, 0.30, 1, 785, 5068, 21, 6017, ontime
dyngrid, 0.14, 0.9720, SOLVE_M, 0.30, 1, 16, 104, 21, 720, ontime
